TimeStamp,.[Puffing2.Flow_FT20530.],.[Puffing2.Flow_FT24540.],.[Puffing2.Flow_Rate_FP6.],.[Puffing2.Flow_Rate_FP7.],.[Puffing2.FLOW_RATE_FP8.],.[Puffing2.Motor_EM2152.0],.[Puffing2.Motor_EM25560.],.[Puffing2.MOTOR_EM25570.],.[Puffing2.PID_PT2051.Out],.[Puffing2.PID_PT2051.PV],.[Puffing2.PID_PT2051.SP],.[Puffing2.PID_TT2051.out],.[Puffing2.PID_TT2051.PV],.[Puffing2.PID_TT2051.SP],.[Puffing2.PID_TT2454O.Out],.[Puffing2.PID_TT2454O.PV],.[Puffing2.PID_TT2454O.SP],.[Puffing2.PRESS_DPT2357.0],.[Puffing2.Press_PT20510.],.[Puffing2.Press_PT2152.0],.[Puffing2.Temp_TE20510.],.[Puffing2.TEMP_TE2454I.0],.[Puffing2.TEMP_TE2454O0.],.[Puffing2.TEMP_TE2455I0],.[Puffing2.TEMP_TE2455O0],.[Puffing2.TEMP_TE24600]
8/1/25 16:14,3.66808486,0.010973857,-0.007246212,-0.005595725,-0.002504776,63.55910492,-0.034199998,0.08286012,11.86904049,3.502874851,1.097111464,99.99890137,86.9360199,356.3034363,37.49192047,85.12582397,114.587822,-0.248870075,3.502618551,2.521071196,86.95365143,97.42047119,85.12818146,80.65950012,79.89279938,81.2613678
8/1/25 16:19,3.634560108,0.010762416,-0.007302274,-0.005679728,-0.002476796,63.75449371,-0.034199998,0.082841821,11.9053297,3.503043652,1.100478172,99.99889374,86.85314178,356.3032532,37.60377502,85.12136841,114.9296799,-0.248842865,3.50278163,2.521544218,86.87117767,97.32086945,85.12366486,80.70484161,79.87783051,81.2594223
8/1/25 16:24,3.5,0.010550975,-0.007358335,-0.005763731,-0.002448816,63.94988251,-0.034199998,0.082823515,11.94161892,3.503212214,1.103844762,99.99889374,86.77026367,356.3030396,37.71562576,85.11692047,115.2715378,-0.248815641,3.502944708,2.522017241,86.78870392,97.2212677,85.11914063,80.75018311,79.86286163,81.25747681
8/1/25 16:29,3.5,0.010339534,-0.007414397,-0.005847734,-0.002420836,64.1452713,-0.034199998,0.082805216,11.97790813,3.503380775,1.107211471,99.99889374,86.68737793,356.3028564,37.8274765,85.1124649,115.6133881,-0.248788431,3.503107786,2.522490025,86.70622253,97.12165833,85.11462402,80.7955246,79.84789276,81.25553131
8/1/25 16:34,3.993939161,0.010128092,-0.007470459,-0.005931737,-0.002392856,64.3406601,-0.034199998,0.099699751,12.01419735,3.503549576,1.110578179,99.99888611,86.60449982,356.3026428,37.93933105,85.10801697,115.955246,-0.248761222,3.503270864,2.522963047,86.62374878,97.02205658,85.11010742,80.84085846,79.83291626,81.25358582
8/1/25 16:39,3.809890509,0.009916651,-0.007526521,-0.00601574,-0.002364876,64.53604889,-0.034199998,0.123332828,12.05048752,3.503718138,1.113944769,99.99888611,86.5216217,356.3024597,38.05118179,85.1035614,116.2971039,-0.248733997,3.503434181,2.523436069,86.5412674,96.9224472,85.10559082,80.88619995,79.81794739,81.25164032
8/1/25 16:44,3.5,0.00970521,-0.007582582,-0.006099743,-0.002336896,64.73143768,-0.034199998,0.146965906,12.08677673,3.5038867,1.117311478,99.99887848,86.43874359,356.3022461,38.16303253,85.09911346,116.6389618,-0.248706788,3.50359726,2.523909092,86.45879364,96.82284546,85.10107422,80.93154144,79.80297852,81.24969482
8/1/25 16:49,3.5,0.009493769,-0.007638644,-0.006183747,-0.002308915,64.92682648,-0.034199998,0.170598999,12.12306595,3.504055262,1.120678067,99.99887848,86.35585785,356.302063,38.27488708,85.0946579,116.9808197,-0.248679578,3.503760338,2.524382114,86.37631226,96.72323608,85.09655762,80.97688293,79.78800964,81.24774933
8/1/25 16:54,3.7567451,0.009282327,-0.007694705,-0.00626775,-0.002280935,65.12221527,-0.034199998,0.194232076,12.15935516,3.504224062,1.124044776,99.99887085,86.27297974,356.3018799,38.38673782,85.09020996,117.3226776,-0.248652354,3.503923416,2.524854898,86.2938385,96.62363434,85.09204102,81.02222443,79.77304077,81.24580383
8/1/25 16:59,3.524947882,0.009070886,-0.007750767,-0.006351753,-0.002252955,65.31760406,-0.034199998,0.217865169,12.19564438,3.504392624,1.127411485,99.99887085,86.19010162,356.3016663,38.49858856,85.08576202,117.6645355,-0.248625144,3.504086494,2.525327921,86.21135712,96.52403259,85.08752441,81.06756592,79.7580719,81.24385834
